STT,SHS,SBD,Họ và tên,GT,Ngày sinh,NV1,NV2,Tiếng Anh,Toán 1,Ngữ văn,Hóa học,Tin học,Vật lý,Sinh học,Toán 2,Kết luận,SĐT,Tin nhắn
684,927,2417,Nguyễn Văn 684,Nữ,03/06/2010,Chuyên vật lý,,10,7.5,8.25,,,4.25,,,,984640899,
685,928,1774,Nguyễn Văn 685,,29/08/2010,Chuyên tin học (thi Toán),,9.5,7.5,7.5,,,,,1.5,,984640899,
686,929,1188,Nguyễn Văn 686,Nữ,29/04/2010,Chuyên sinh học,,10,6,7.25,,,,6.5,,Chuyên Sinh học,984640899,
687,930,217,Nguyễn Văn 687,Nữ,24/04/2010,Chuyên sinh học,,9.75,3.5,5,,,,5,,,984640899,
688,931,1261,Nguyễn Văn 688,,25/05/2010,Chuyên sinh học,,9.75,5,8,,,,6,,Chuyên Sinh học,984640899,
689,932,724,Nguyễn Văn 689,Nữ,06/07/2010,Chuyên sinh học,,8.25,6,8.5,,,,7,,Chuyên Sinh học,984640899,
690,935,2452,Nguyễn Văn 690,,30/11/2010,Chuyên tin học (thi Toán),,9.75,7.5,8,,,,,3.5,,984640899,
691,936,2556,Nguyễn Văn 691,,22/02/2010,Chuyên hóa học,,9.25,5,7,5.5,,,,,,984640899,
692,937,1877,Nguyễn Văn 692,,05/07/2010,Chuyên hóa học,,10,6.25,8.25,7.75,,,,,Chuyên Hoá học,984640899,
693,938,2741,Nguyễn Văn 693,,17/07/2010,Chuyên toán học,,9.25,7.5,8.25,,,,,7,Chuyên Toán học,984640899,
694,939,1775,Nguyễn Văn 694,,17/10/2010,Chuyên hóa học,,9.5,6.5,8.25,4,,,,,,984640899,
695,940,2533,Nguyễn Văn 695,,02/08/2010,Chuyên tin học (thi Toán),,9.75,5,8.25,,,,,2.5,,984640899,
696,942,55,Nguyễn Văn 696,Nữ,29/08/2010,Chuyên hóa học,,9.75,7.5,8,8.25,,,,,Chuyên Hoá học,984640899,
697,943,1251,Nguyễn Văn 697,,23/05/2010,Chuyên hóa học,,7.5,5,7.75,5.5,,,,,,984640899,
698,944,684,Nguyễn Văn 698,Nữ,15/12/2010,Chuyên hóa học,,10,7.25,8,5,,,,,Chuyên Hoá học,984640899,
699,946,1344,Nguyễn Văn 699,,19/03/2010,Chuyên hóa học,,9.5,3,7.75,4,,,,,,984640899,
700,947,638,Nguyễn Văn 700,,22/12/2010,Chuyên sinh học,,7.25,4,7.5,,,,7,,Chuyên Sinh học,984640899,
701,948,1356,Nguyễn Văn 701,,22/02/2010,Chuyên toán học,,10,8.5,8,,,,,7.5,Chuyên Toán học,984640899,
702,950,2218,Nguyễn Văn 702,,18/03/2010,Chuyên tin học (thi Toán),,10,4.75,8,,,,,0.5,,984640899,
703,951,1068,Nguyễn Văn 703,,23/08/2010,Chuyên vật lý,,8.75,6,7.5,,,4.75,,,,984640899,
704,952,2386,Nguyễn Văn 704,Nữ,12/08/2010,Chuyên vật lý,,9.5,6,8,,,5.75,,,Chuyên Vật lý,984640899,
705,953,2438,Nguyễn Văn 705,Nữ,11/11/2010,Chuyên hóa học,,9.5,6,8.5,3.5,,,,,,984640899,
706,954,1277,Nguyễn Văn 706,,04/09/2010,Chuyên hóa học,,9.25,4.5,7.25,6.5,,,,,Chuyên Hoá học,984640899,
707,955,812,Nguyễn Văn 707,,18/04/2010,Chuyên tin học (thi Toán),Chuyên vật lý,8.5,6,9,,,6.5,,0,Chuyên Vật lý,984640899,
708,956,330,Nguyễn Văn 708,Nữ,25/03/2010,Chuyên hóa học,,8.5,4,8,2.75,,,,,,984640899,
709,957,2526,Nguyễn Văn 709,,12/10/2010,Chuyên tin học (thi Toán),,9.25,4,7,,,,,1,,984640899,
710,958,1697,Nguyễn Văn 710,,31/05/2010,Chuyên vật lý,,9.25,1.5,8,,,1,,,,984640899,
711,959,1074,Nguyễn Văn 711,,17/10/2010,Chuyên toán học,,9.75,7.5,8,,,,,7,Chuyên Toán học,984640899,
712,961,868,Nguyễn Văn 712,,16/02/2010,Chuyên toán học,,9.25,7,7.25,,,,,5.25,,984640899,
713,962,2615,Nguyễn Văn 713,Nữ,08/09/2010,Chuyên sinh học,,9.5,7.5,8.5,,,,5.5,,Chuyên Sinh học,984640899,
714,963,2076,Nguyễn Văn 714,,20/02/2010,Chuyên vật lý,,8.75,4,8.25,,,3.25,,,,984640899,
715,965,2594,Nguyễn Văn 715,,10/09/2010,Chuyên toán học,,9.5,7.5,8.75,,,,,5.5,,984640899,
716,966,2044,Nguyễn Văn 716,Nữ,13/03/2010,Chuyên hóa học,,9.25,7,8.5,7.5,,,,,Chuyên Hoá học,984640899,
717,967,2659,Nguyễn Văn 717,,23/08/2010,Chuyên tin học (thi Toán),,10,6,8.25,,,,,1,,984640899,
718,968,2643,Nguyễn Văn 718,,11/08/2010,Chuyên sinh học,,9.75,4,8.75,,,,3.75,,,984640899,
719,969,651,Nguyễn Văn 719,,28/01/2010,Chuyên sinh học,,9.75,7.5,8,,,,8.75,,Chuyên Sinh học,984640899,
720,971,796,Nguyễn Văn 720,,18/04/2010,Chuyên tin học (thi Toán),Chuyên vật lý,8.5,6,8,,,2.5,,0,,984640899,
721,973,470,Nguyễn Văn 721,,07/01/2010,Chuyên tin học (thi Toán),,9.25,7,7,,,,,6,,984640899,
722,975,251,Nguyễn Văn 722,,27/08/2010,Chuyên toán học,,10,7.5,7,,,,,6,Chuyên Toán học,984640899,
723,976,696,Nguyễn Văn 723,,07/02/2010,Chuyên toán học,,8.5,7.5,8.5,,,,,1,,984640899,
724,977,2214,Nguyễn Văn 724,,20/08/2010,Chuyên toán học,,9.25,5,8.25,,,,,6.25,,984640899,
725,979,1187,Nguyễn Văn 725,,05/09/2010,Chuyên tin học (thi Toán),,9.75,6,8,,,,,1,,984640899,
726,981,115,Nguyễn Văn 726,,26/02/2010,Chuyên tin học (thi Toán),,9.25,7.5,6.25,,,,,2,,984640899,
727,982,1495,Nguyễn Văn 727,Nữ,06/10/2010,Chuyên vật lý,,10,7.5,9,,,9,,,Chuyên Vật lý,984640899,
728,983,318,Nguyễn Văn 728,,17/11/2010,Chuyên tin học (thi Toán),,8.25,6.5,7.25,,,,,1,,984640899,
729,984,1044,Nguyễn Văn 729,,25/07/2010,Chuyên tin học (thi Toán),,9.25,6,7,,,,,7,Chuyên Tin học (thi Toán),984640899,
730,985,168,Nguyễn Văn 730,Nữ,04/02/2010,Chuyên sinh học,,10,7.5,8,,,,6.75,,Chuyên Sinh học,984640899,
731,986,121,Nguyễn Văn 731,Nữ,25/08/2010,Chuyên vật lý,,8,6,8,,,4.75,,,,984640899,
732,987,1734,Nguyễn Văn 732,,23/11/2010,Chuyên sinh học,,9.5,6,8.25,,,,7.5,,Chuyên Sinh học,984640899,
733,988,1328,Nguyễn Văn 733,,30/11/2010,Chuyên hóa học,,9.5,1.5,8,4.5,,,,,,984640899,
734,989,1648,Nguyễn Văn 734,,14/08/2010,Chuyên hóa học,,10,4.5,7.75,4,,,,,,984640899,
735,992,1532,Nguyễn Văn 735,Nữ,08/01/2010,Chuyên toán học,,9.75,8.5,8,,,,,5.5,Chuyên Toán học,984640899,
736,994,1176,Nguyễn Văn 736,,13/07/2010,Chuyên toán học,Chuyên vật lý,7,6,7,,,6,,0,Chuyên Vật lý,984640899,
737,996,199,Nguyễn Văn 737,Nữ,30/04/2010,Chuyên hóa học,,9,4.5,8,4,,,,,,984640899,
738,998,744,Nguyễn Văn 738,Nữ,10/06/2010,Chuyên vật lý,,10,3.5,8.5,,,3.25,,,,984640899,
739,999,2227,Nguyễn Văn 739,,05/04/2010,Chuyên vật lý,,10,6,8.25,,,7.5,,,Chuyên Vật lý,984640899,
740,1000,407,Nguyễn Văn 740,Nữ,05/02/2010,Chuyên hóa học,,8.5,2,8,0,,,,,,984640899,
741,1001,181,Nguyễn Văn 741,,16/06/2010,Chuyên vật lý,,9.5,6.5,8.25,,,6.75,,,Chuyên Vật lý,984640899,
742,1002,2204,Nguyễn Văn 742,,19/08/2010,Chuyên vật lý,,9.5,5,8.25,,,4.5,,,,984640899,
743,1004,1464,Nguyễn Văn 743,,03/11/2010,Chuyên sinh học,,9.75,1.5,8.75,,,,5.5,,,984640899,
744,1005,1822,Nguyễn Văn 744,Nữ,13/08/2010,Chuyên vật lý,,9,3.5,7.5,,,4,,,,984640899,
745,1006,2302,Nguyễn Văn 745,,01/02/2010,Chuyên toán học,,9.75,3,7.5,,,,,0.5,,984640899,
746,1007,1666,Nguyễn Văn 746,,22/01/2010,Chuyên toán học,,7.25,7.5,7.75,,,,,1,,984640899,
747,1010,963,Nguyễn Văn 747,,06/01/2010,Chuyên tin học (thi Tin),,9.5,6,4,,10,,,,Chuyên Tin học (thi Tin),984640899,
748,1011,978,Nguyễn Văn 748,,05/01/2010,Chuyên hóa học,,10,7.5,8.25,9,,,,,Chuyên Hoá học,984640899,
749,1012,1782,Nguyễn Văn 749,,28/09/2010,Chuyên vật lý,,9.75,7,7.75,,,6,,,Chuyên Vật lý,984640899,
750,1013,1568,Nguyễn Văn 750,Nữ,24/05/2010,Chuyên hóa học,,10,3,9,3.75,,,,,,984640899,
751,1015,1896,Nguyễn Văn 751,Nữ,17/01/2010,Chuyên tin học (thi Toán),,9,7.5,8,,,,,2,,984640899,
752,1016,2382,Nguyễn Văn 752,,03/01/2010,Chuyên hóa học,,9.75,6,8,6,,,,,Chuyên Hoá học,984640899,
753,1019,2288,Nguyễn Văn 753,,02/05/2010,Chuyên hóa học,,9.5,6.75,7.25,5.25,,,,,Chuyên Hoá học,984640899,
754,1020,948,Nguyễn Văn 754,,28/12/2010,Chuyên sinh học,,10,6.5,7,,,,5.5,,Chuyên Sinh học,984640899,
755,1021,615,Nguyễn Văn 755,,12/05/2010,Chuyên tin học (thi Toán),,8.5,7.5,7.5,,,,,7,Chuyên Tin học (thi Toán),984640899,
756,1022,805,Nguyễn Văn 756,,20/07/2010,Chuyên hóa học,,9.75,5.5,9,7.5,,,,,Chuyên Hoá học,984640899,
757,1023,2437,Nguyễn Văn 757,Nữ,17/07/2010,Chuyên hóa học,,9.5,4,8,8.25,,,,,Chuyên Hoá học,984640899,
758,1024,1998,Nguyễn Văn 758,Nữ,29/04/2010,Chuyên toán học,,9.75,7.5,9,,,,,4,,984640899,
759,1025,1742,Nguyễn Văn 759,,12/06/2010,Chuyên sinh học,,4.5,3.5,6.5,,,,3.5,,,984640899,
760,1027,2233,Nguyễn Văn 760,,07/06/2010,Chuyên hóa học,,9.75,5,9,1.5,,,,,,984640899,
761,1028,1391,Nguyễn Văn 761,,10/09/2010,Chuyên hóa học,Chuyên toán học,10,6,8.25,6.5,,,,3,Chuyên Hoá học,984640899,
762,1029,1801,Nguyễn Văn 762,,19/09/2010,Chuyên sinh học,,9.25,6,7.75,,,,6.75,,Chuyên Sinh học,984640899,
763,1030,1892,Nguyễn Văn 763,Nữ,02/04/2010,Chuyên tin học (thi Toán),,9.25,6,7.5,,,,,3,,984640899,
764,1032,2451,Nguyễn Văn 764,,26/10/2010,Chuyên tin học (thi Toán),,7.75,7.5,7.5,,,,,7,Chuyên Tin học (thi Toán),984640899,
765,1033,2669,Nguyễn Văn 765,,27/10/2010,Chuyên vật lý,,9.75,7.5,8,,,5.5,,,Chuyên Vật lý,984640899,
766,1034,691,Nguyễn Văn 766,,16/05/2010,Chuyên toán học,,10,7.5,8.5,,,,,6.5,Chuyên Toán học,984640899,
767,1035,742,Nguyễn Văn 767,Nữ,13/04/2010,Chuyên sinh học,,8.5,4,8,,,,6.25,,,984640899,
768,1036,204,Nguyễn Văn 768,Nữ,31/12/2010,Chuyên sinh học,,9,1.5,8,,,,6.25,,,984640899,
769,1038,582,Nguyễn Văn 769,,27/07/2010,Chuyên toán học,,9.25,6,8,,,,,2.5,,984640899,
770,1042,1381,Nguyễn Văn 770,,25/07/2010,Chuyên hóa học,,10,7.5,8,6.25,,,,,Chuyên Hoá học,984640899,
771,1043,1675,Nguyễn Văn 771,,03/06/2010,Chuyên vật lý,Chuyên tin học (thi Toán),10,5,8.25,,,5.25,,0,,984640899,
772,1044,778,Nguyễn Văn 772,Nữ,08/01/2010,Chuyên hóa học,,9.75,5,7.75,4,,,,,,984640899,
773,1045,2051,Nguyễn Văn 773,,25/04/2010,Chuyên hóa học,,8.75,4.5,7.25,7.5,,,,,Chuyên Hoá học,984640899,
774,1046,338,Nguyễn Văn 774,,14/04/2010,Chuyên hóa học,,10,5.5,8,4.75,,,,,,984640899,
775,1048,519,Nguyễn Văn 775,,17/05/2010,Chuyên toán học,,9,7,8,,,,,8,Chuyên Toán học,984640899,
776,1049,125,Nguyễn Văn 776,,26/03/2010,Chuyên hóa học,,9.25,7,7.5,8.25,,,,,Chuyên Hoá học,984640899,
777,1051,2111,Nguyễn Văn 777,,01/11/2010,Chuyên tin học (thi Toán),,9.5,7.5,7.5,,,,,4,,984640899,
778,1054,2297,Nguyễn Văn 778,,09/08/2010,Chuyên vật lý,,9.5,6,7.75,,,5.25,,,,984640899,
779,1055,657,Nguyễn Văn 779,,06/05/2010,Chuyên sinh học,,8.25,7.5,7.75,,,,4.75,,Chuyên Sinh học,984640899,
780,1056,1132,Nguyễn Văn 780,,12/02/2010,Chuyên vật lý,,9,6,6.75,,,6.25,,,Chuyên Vật lý,984640899,
781,1057,1127,Nguyễn Văn 781,,08/06/2010,Chuyên tin học (thi Toán),,9.75,5,8.75,,,,,2,,984640899,
782,1058,2541,Nguyễn Văn 782,,20/04/2010,Chuyên tin học (thi Toán),,10,7.5,7.5,,,,,7,Chuyên Tin học (thi Toán),984640899,
783,1059,135,Nguyễn Văn 783,,20/08/2010,Chuyên hóa học,,9.75,3,8.25,4,,,,,,984640899,
784,1060,1823,Nguyễn Văn 784,,18/11/2010,Chuyên tin học (thi Toán),,9.75,6.75,8,,,,,4.5,,984640899,
785,1061,555,Nguyễn Văn 785,,20/03/2010,Chuyên vật lý,Chuyên tin học (thi Toán),9.25,6,8,,,4,,0,,984640899,
786,1063,1478,Nguyễn Văn 786,Nữ,03/06/2010,Chuyên hóa học,,10,6,8.5,4.25,,,,,,984640899,
787,1064,779,Nguyễn Văn 787,,21/12/2010,Chuyên toán học,,9,8.5,8,,,,,6.5,Chuyên Toán học,984640899,
788,1065,2000,Nguyễn Văn 788,Nữ,26/11/2010,Chuyên sinh học,,9.75,7,9,,,,6.75,,Chuyên Sinh học,984640899,
789,1066,1332,Nguyễn Văn 789,,27/03/2010,Chuyên hóa học,,10,6,7.25,4.5,,,,,,984640899,
790,1068,1518,Nguyễn Văn 790,Nữ,15/01/2010,Chuyên sinh học,,9,6,7.5,,,,7.5,,Chuyên Sinh học,984640899,
791,1069,1555,Nguyễn Văn 791,,23/05/2010,Chuyên tin học (thi Toán),,9.25,5,8.75,,,,,5.5,,984640899,
792,1070,1135,Nguyễn Văn 792,,18/06/2010,Chuyên toán học,,9,5,8.75,,,,,3.5,,984640899,
793,1071,488,Nguyễn Văn 793,,25/06/2010,Chuyên tin học (thi Tin),,9,3.5,6.75,,4.25,,,,,984640899,
794,1073,2271,Nguyễn Văn 794,,05/10/2010,Chuyên toán học,,9.75,7.5,9.25,,,,,7,Chuyên Toán học,984640899,
795,1074,1547,Nguyễn Văn 795,,07/03/2010,Chuyên hóa học,,8.75,6,8.5,7.25,,,,,Chuyên Hoá học,984640899,
796,1075,413,Nguyễn Văn 796,Nữ,21/10/2010,Chuyên sinh học,,9.75,5,8,,,,6,,Chuyên Sinh học,984640899,
797,1076,2008,Nguyễn Văn 797,Nữ,01/10/2010,Chuyên hóa học,,9.75,3,8,1.75,,,,,,984640899,
798,1078,1436,Nguyễn Văn 798,,06/02/2010,Chuyên hóa học,,10,6,8.5,6,,,,,Chuyên Hoá học,984640899,
799,1079,549,Nguyễn Văn 799,,12/01/2010,Chuyên tin học (thi Toán),,9.5,6.25,7.25,,,,,2.5,,984640899,
800,1080,1099,Nguyễn Văn 800,Nữ,21/09/2010,Chuyên sinh học,,7,1.5,7,,,,3.25,,,984640899,
801,1082,2026,Nguyễn Văn 801,,24/12/2010,Chuyên hóa học,,9,5.5,7.75,6.5,,,,,Chuyên Hoá học,984640899,
802,1083,998,Nguyễn Văn 802,,22/08/2010,Chuyên hóa học,,9.25,6,7.75,5.25,,,,,,984640899,
803,1086,1943,Nguyễn Văn 803,,25/10/2010,Chuyên tin học (thi Toán),,9.75,6.25,9,,,,,2,,984640899,
804,1087,1388,Nguyễn Văn 804,,14/06/2010,Chuyên tin học (thi Toán),,7.5,1,8.25,,,,,0.5,,984640899,
805,1088,1417,Nguyễn Văn 805,Nữ,23/03/2010,Chuyên hóa học,,10,4.5,8.5,2.75,,,,,,984640899,
806,1089,442,Nguyễn Văn 806,,29/04/2010,Chuyên toán học,Chuyên vật lý,9.75,6.5,8.25,,,0,,9,Chuyên Toán học,984640899,
807,1090,380,Nguyễn Văn 807,Nữ,18/09/2010,Chuyên toán học,,9.75,7.5,8.5,,,,,8,Chuyên Toán học,984640899,
808,1091,1364,Nguyễn Văn 808,,09/09/2010,Chuyên tin học (thi Toán),,9.25,6,7,,,,,0.5,,984640899,
809,1093,705,Nguyễn Văn 809,,24/01/2010,Chuyên tin học (thi Toán),,9.75,6,6.75,,,,,3.5,,984640899,
810,1094,772,Nguyễn Văn 810,Nữ,08/06/2010,Chuyên sinh học,,9.25,1.5,7.25,,,,4.25,,,984640899,
811,1095,2116,Nguyễn Văn 811,,09/11/2010,Chuyên hóa học,Chuyên sinh học,9.75,4,8.5,1.75,,,0,,,984640899,
812,1096,2,Nguyễn Văn 812,,16/03/2010,Chuyên vật lý,,9.25,4,8,,,3.5,,,,984640899,
813,1097,2238,Nguyễn Văn 813,,27/03/2010,Chuyên hóa học,,10,7,7.5,8,,,,,Chuyên Hoá học,984640899,
814,1098,2183,Nguyễn Văn 814,,03/11/2010,Chuyên hóa học,,9.75,6,8.75,7.5,,,,,Chuyên Hoá học,984640899,
815,1100,1365,Nguyễn Văn 815,,02/09/2010,Chuyên tin học (thi Toán),,8.5,6,8,,,,,5.5,,984640899,
816,1101,1231,Nguyễn Văn 816,Nữ,16/05/2010,Chuyên tin học (thi Tin),,9.75,3,7,,4.25,,,,,984640899,
817,1102,2019,Nguyễn Văn 817,,23/07/2010,Chuyên tin học (thi Tin),,8.25,6,8.25,,10,,,,Chuyên Tin học (thi Tin),984640899,
818,1103,1728,Nguyễn Văn 818,,15/04/2010,Chuyên toán học,,9.75,9,8.25,,,,,10,Chuyên Toán học,984640899,
819,1104,364,Nguyễn Văn 819,Nữ,09/11/2010,Chuyên sinh học,,9.25,0,8,,,,5.75,,,984640899,
820,1105,498,Nguyễn Văn 820,,25/04/2010,Chuyên tin học (thi Toán),,9.75,5,6.75,,,,,7,,984640899,
821,1106,1228,Nguyễn Văn 821,,30/01/2010,Chuyên hóa học,,7.75,1,7,1.5,,,,,,984640899,
822,1107,846,Nguyễn Văn 822,Nữ,20/06/2010,Chuyên tin học (thi Toán),,8.5,7.5,8.75,,,,,6,Chuyên Tin học (thi Toán),984640899,
823,1109,509,Nguyễn Văn 823,Nữ,27/07/2010,Chuyên sinh học,,9.5,7,8.5,,,,7,,Chuyên Sinh học,984640899,
824,1110,496,Nguyễn Văn 824,,08/02/2010,Chuyên toán học,,9.25,4,7.25,,,,,2.5,,984640899,
825,1112,336,Nguyễn Văn 825,Nữ,20/06/2010,Chuyên sinh học,,10,6,8,,,,7.25,,Chuyên Sinh học,984640899,
826,1113,823,Nguyễn Văn 826,,10/09/2010,Chuyên hóa học,,10,6,6.75,3.75,,,,,,984640899,
827,1115,2603,Nguyễn Văn 827,,20/11/2010,Chuyên vật lý,,10,5.25,6.75,,,5,,,,984640899,
828,1116,1462,Nguyễn Văn 828,Nữ,16/08/2010,Chuyên hóa học,,7.75,5,8,1.5,,,,,,984640899,
829,1117,433,Nguyễn Văn 829,,11/01/2010,Chuyên toán học,Chuyên vật lý,8.25,7.5,7,,,0,,1.5,,984640899,
830,1122,979,Nguyễn Văn 830,,03/04/2010,Chuyên toán học,,9,5.5,7.75,,,,,2,,984640899,
831,1125,351,Nguyễn Văn 831,Nữ,09/10/2010,Chuyên sinh học,,9.5,6,7.75,,,,9.75,,Chuyên Sinh học,984640899,
832,1126,435,Nguyễn Văn 832,,23/08/2010,Chuyên toán học,,9.5,6.5,7.75,,,,,3,,984640899,
833,1127,437,Nguyễn Văn 833,,19/09/2010,Chuyên toán học,Chuyên hóa học,9.75,3.5,8.5,0,,,,0,,984640899,
834,1128,122,Nguyễn Văn 834,,24/10/2010,Chuyên tin học (thi Toán),,9.75,7.5,8,,,,,3,,984640899,
835,1129,1522,Nguyễn Văn 835,Nữ,16/01/2010,Chuyên sinh học,,8.25,6,8.25,,,,3.25,,,984640899,
836,1131,1747,Nguyễn Văn 836,,28/11/2010,Chuyên tin học (thi Toán),,10,6,7.75,,,,,5,,984640899,
837,1132,270,Nguyễn Văn 837,,18/07/2010,Chuyên tin học (thi Toán),,8.75,6,5,,,,,3.5,,984640899,
838,1133,545,Nguyễn Văn 838,,27/04/2010,Chuyên tin học (thi Tin),,9.75,7.5,8.5,,10,,,,Chuyên Tin học (thi Tin),984640899,
839,1134,1658,Nguyễn Văn 839,,28/01/2010,Chuyên vật lý,,9.5,7.5,8,,,5.5,,,Chuyên Vật lý,984640899,
840,1136,2427,Nguyễn Văn 840,Nữ,30/03/2010,Chuyên tin học (thi Toán),,7.75,4.5,9,,,,,0,,984640899,
841,1137,1107,Nguyễn Văn 841,,18/03/2010,Chuyên vật lý,,10,7.5,8.5,,,6.5,,,Chuyên Vật lý,984640899,
842,1138,66,Nguyễn Văn 842,Nữ,15/07/2010,Chuyên tin học (thi Toán),,9.25,6,8.5,,,,,2,,984640899,
843,1140,235,Nguyễn Văn 843,,07/02/2010,Chuyên toán học,,9.75,7.5,8,,,,,6.5,Chuyên Toán học,984640899,
844,1141,1635,Nguyễn Văn 844,,22/01/2010,Chuyên hóa học,,8.25,7,7,7,,,,,Chuyên Hoá học,984640899,
845,1142,2323,Nguyễn Văn 845,,02/11/2010,Chuyên vật lý,,9.75,7.5,6.75,,,4.75,,,Chuyên Vật lý,984640899,
846,1143,1731,Nguyễn Văn 846,,27/04/2010,Chuyên hóa học,Chuyên tin học (thi Toán),10,6.5,8.5,6.75,,,,6.5,Chuyên Hoá học; Chuyên Tin học (thi Toán),984640899,
847,1144,2092,Nguyễn Văn 847,,03/12/2010,Chuyên sinh học,,8.75,6,4.5,,,,5.25,,,984640899,
848,1145,2625,Nguyễn Văn 848,,06/07/2010,Chuyên toán học,,9.5,7.5,8.5,,,,,7,Chuyên Toán học,984640899,
849,1146,1669,Nguyễn Văn 849,,23/07/2010,Chuyên vật lý,,10,1.5,7,,,3.75,,,,984640899,
850,1149,1079,Nguyễn Văn 850,,13/10/2010,Chuyên tin học (thi Toán),,9.75,6,7,,,,,6.75,Chuyên Tin học (thi Toán),984640899,
851,1150,1843,Nguyễn Văn 851,Nữ,08/06/2010,Chuyên vật lý,,9.75,2.5,9,,,3.25,,,,984640899,
852,1151,2336,Nguyễn Văn 852,,02/04/2010,Chuyên hóa học,,9,1.5,7.25,0.75,,,,,,984640899,
853,1152,114,Nguyễn Văn 853,Nữ,20/01/2010,Chuyên tin học (thi Toán),,9.75,6,8,,,,,3.5,,984640899,
854,1153,594,Nguyễn Văn 854,,25/06/2010,Chuyên tin học (thi Toán),Chuyên vật lý,9.75,7.5,7.5,,,4.5,,7,Chuyên Tin học (thi Toán),984640899,
855,1154,320,Nguyễn Văn 855,,18/01/2010,Chuyên tin học (thi Toán),,10,6,7.5,,,,,7.25,Chuyên Tin học (thi Toán),984640899,
856,1157,907,Nguyễn Văn 856,Nữ,21/12/2010,Chuyên sinh học,,8.25,0,8,,,,6,,,984640899,
857,1158,1903,Nguyễn Văn 857,Nữ,19/04/2010,Chuyên toán học,,8,7.5,8.5,,,,,2.5,,984640899,
858,1160,482,Nguyễn Văn 858,,06/01/2010,Chuyên hóa học,,9.5,5,8.75,3.25,,,,,,984640899,
859,1161,870,Nguyễn Văn 859,,25/01/2010,Chuyên toán học,,9.75,6.5,6.75,,,,,3.5,,984640899,
860,1162,1360,Nguyễn Văn 860,,28/05/2010,Chuyên tin học (thi Toán),,10,6,8.5,,,,,8,Chuyên Tin học (thi Toán),984640899,
861,1163,1320,Nguyễn Văn 861,,03/11/2010,Chuyên sinh học,,8.75,0,5,,,,4.25,,,984640899,
862,1164,52,Nguyễn Văn 862,,18/05/2010,Chuyên tin học (thi Toán),,8.75,7.5,7.5,,,,,7,Chuyên Tin học (thi Toán),984640899,
863,1165,1130,Nguyễn Văn 863,,04/02/2010,Chuyên tin học (thi Toán),,5.5,6,5.25,,,,,5,,984640899,
864,1166,2273,Nguyễn Văn 864,,20/07/2010,Chuyên hóa học,,9.25,1.5,7,3,,,,,,984640899,
865,1168,1409,Nguyễn Văn 865,,01/06/2010,Chuyên sinh học,,10,5,7.25,,,,5.5,,,984640899,
866,1169,2047,Nguyễn Văn 866,Nữ,17/03/2010,Chuyên hóa học,,9.25,6,8.75,5,,,,,,984640899,
867,1170,1673,Nguyễn Văn 867,,06/05/2010,Chuyên hóa học,,8,4,7,4.5,,,,,,984640899,
868,1171,2246,Nguyễn Văn 868,Nữ,10/04/2010,Chuyên sinh học,,9.75,4,6.25,,,,6,,,984640899,
869,1173,2715,Nguyễn Văn 869,,11/06/2010,Chuyên tin học (thi Toán),,9,7.5,8,,,,,6.5,Chuyên Tin học (thi Toán),984640899,
870,1175,95,Nguyễn Văn 870,,12/09/2010,Chuyên toán học,,9.5,4.5,8.75,,,,,5,,984640899,
871,1176,84,Nguyễn Văn 871,,15/08/2010,Chuyên tin học (thi Toán),,8.25,6.5,8.25,,,,,6.5,Chuyên Tin học (thi Toán),984640899,
872,1177,2549,Nguyễn Văn 872,,13/04/2010,Chuyên sinh học,,10,6.25,8.25,,,,8.5,,Chuyên Sinh học,984640899,
873,1178,1702,Nguyễn Văn 873,Nữ,18/01/2010,Chuyên sinh học,,9.5,6,8.25,,,,7.5,,Chuyên Sinh học,984640899,
874,1179,2377,Nguyễn Văn 874,,10/04/2010,Chuyên sinh học,,10,5,7,,,,4.5,,,984640899,
875,1180,878,Nguyễn Văn 875,,30/04/2010,Chuyên toán học,,9.25,6,7.75,,,,,7.25,Chuyên Toán học,984640899,
876,1181,2510,Nguyễn Văn 876,Nữ,23/12/2010,Chuyên sinh học,,8.75,1.5,7.5,,,,3.5,,,984640899,
877,1182,970,Nguyễn Văn 877,,16/08/2010,Chuyên tin học (thi Tin),,10,7.5,8,,10,,,,Chuyên Tin học (thi Tin),984640899,
878,1183,1062,Nguyễn Văn 878,,22/01/2010,Chuyên sinh học,,9.75,1.5,7.75,,,,2.5,,,984640899,
879,1185,85,Nguyễn Văn 879,,07/02/2010,Chuyên tin học (thi Toán),,9,8,8,,,,,7.75,Chuyên Tin học (thi Toán),984640899,
880,1186,1725,Nguyễn Văn 880,,20/02/2010,Chuyên hóa học,,10,4.5,8,4.25,,,,,,984640899,
881,1187,558,Nguyễn Văn 881,,23/12/2010,Chuyên toán học,,10,7.75,8.25,,,,,8.25,Chuyên Toán học,984640899,
882,1189,934,Nguyễn Văn 882,,17/12/2010,Chuyên hóa học,,9,7.5,8.5,7.5,,,,,Chuyên Hoá học,984640899,
883,1190,877,Nguyễn Văn 883,,14/03/2010,Chuyên vật lý,,9.5,5,7.25,,,2.75,,,,984640899,
884,1192,2515,Nguyễn Văn 884,,08/07/2010,Chuyên toán học,Chuyên hóa học,10,8.5,7.5,0,,,,8.25,Chuyên Toán học,984640899,
885,1193,791,Nguyễn Văn 885,Nữ,25/10/2010,Chuyên toán học,,9.5,7,8.5,,,,,6,,984640899,
